skill_id,codename,name,short_name,category,n_levels,level_1,level_2,level_3,level_4,level_5,param,text_source,computation,n_modifiers,mod_summary
toxicslam,ToxicSlam,Toxic Slam,Toxic Slam,enemy,1,"Deals SkillType.Poison damage. Pulls an enemy into its body, where it takes SkillType.Poison damage over time until it is digested or broken out.",-,-,-,-,[0.05;0.07;0.2;0.3;0.5;0.6;0.66;0.7;1.0;1.5;9.0],json,,2,damage×1;status×1
toxicspores,ToxicSpores,Toxic Spores,Toxic Spores,enemy,3,Deals SkillType.Poison damage over time and reduces healing received.,Deals SkillType.Poison damage over time and reduces healing received.,Deals SkillType.Poison damage over time and reduces healing received.,-,-,[0.5;1.0;1.5;3;2;4],json,base_skill,6,damage×3;status×3
track,Track,Track,Track,root,3,Bonus Action. Increases your chance to hit target by 50%. Refunds when downed.,15% increased damage to target,25% Increased critical damage to target,-,-,[0.15;0.25;0.5;2;3],json,,2,damage×2
trample,Trample,Trample,-,enemy,0,-,-,-,-,-,[0.01;0.015;0.02;0.025;0.03;0.04;0.15;0.2;0.3;0.4;0.45;0.5;0.6;1.1;1.3;2.0],name-only,base_skill,0,
transform,Transform,Transform,-,defend,1,Change battle form.,-,-,-,-,-,pool,base_skill,0,
treat,Treat,Treat,-,fight,0,-,-,-,-,-,[0.25;0.5;1.0;2;3],name-only,HealSkill,0,
tremor,Tremor,Tremor,-,enemy,0,-,-,-,-,-,[0.01;0.015;0.02;0.025;0.03;0.04;0.15;0.2;0.3;0.45;0.5;0.6;1.1;1.3;2.0;2;7],name-only,base_skill,0,
trilaser,TriLaser,Tri Laser,-,enemy,1,Deals 1.0x Power SkillType.Energy and 0.5x SkillType.Fire damage to target row.,-,-,-,-,[0.2;0.5],pool,base_skill,1,damage×1
truestrike,TrueStrike,True Strike,True Strk,root,3,Target always hits with next 3 SkillType.Attack skills.,Reduces MP cost of SkillType.Attack skills by 50%,Target gains 100% piercing with SkillType.Attack skill damage,-,-,[1.0;3;5],json,,1,damage×1
tuneup,TuneUp,Tune Up,Tune Up,enemy,3,"Increases Power, Endurance, and Speed for a mechanical ally and grants them a free turn.","Increases Power, Endurance, and Speed for a mechanical ally and grants them a free turn.","Increases Power, Endurance, and Speed for a mechanical ally and grants them a free turn.",-,-,[0.15;1.5],json,base_skill,3,grant×3
turbo,Turbo,Turbo,-,enemy,1,All allies gain 100% increased speed for 1 turn and grants a random ally a free turn.,-,-,-,-,-,pool,base_skill,1,grant×1
ultralaser,UltraLaser,Ultra Laser,-,enemy,1,Deals 1.5x Power SkillType.Energy damage.,-,-,-,-,[0.0014;0.85;1.5;1.6],pool,base_skill,1,damage×1
undeath,Undeath,Undeath,-,enemy,1,"Revives all Undead allies. Endurance is decreased every time resurrected, maximum 3 times.",-,-,-,-,[0.666;3],pool,HealSkill,0,
unload,Unload,Unload,-,root,1,Deals 0.75x Power SkillType.Physical damage up to 4 times in an area.,-,-,-,-,[0.5;3;2],pool,,1,damage×1
unravel,Unravel,Unravel,-,tbreak,1,All Downed enemies are removed from battle.,-,-,-,-,[0.25;1.35],pool,BreakSkill,0,
upgrade,Upgrade,Upgrade Mech,-,defend,1,Access skills that improve Steam Mech. Reduced turn delay after use.,-,-,-,-,[2;3;7],pool,base_skill,0,
uppercut,Uppercut,Uppercut,-,root,3,Deals 1.5x Power SkillType.Physical and SkillType.Stun damage. Charges when gaining Combo.,50% increased critical chance,Gain 2 Combo on critical hit,-,-,[0.01;0.15;1.5;3;2],pool,,2,damage×1;status×1
usepotion,UsePotion,Use Potion,-,defend,1,Uses a random Potion on a low health ally.,-,-,-,-,[0.66;3],pool,base_skill,0,
vampirebite,VampireBite,Vampire Bite,-,fight,0,-,-,-,-,-,[0.05;0.5],name-only,,0,
vengeance,Vengeance,Vengeance,-,enemy,1,Deals 1.25x Focus SkillType.Lightning and SkillType.Fire damage to all enemies.,-,-,-,-,[0.01;0.15;0.25;2.0;2],pool,base_skill,1,damage×1
venombite,VenomBite,Venom Bite,Venom Bite,root,3,"Deals 0.5x Power SkillType.Physical damage, and SkillType.Poison damage over time for 3 turns. Stacks.",Stacks increase SkillType.Poison damage taken by 15%,Trigger SkillType.Poison damage for all stacks when hit by SkillType.Attack skill,-,-,[0.01;0.1;0.15;0.5;1.0;1.5;2;3],json,,6,damage×3;status×3
venomlibrary,VenomLibrary,Venom Library,Venom Lib,city,1,Decreases target Endurance.,-,-,-,-,[0.99],json,base_skill,0,
venomspray,VenomSpray,Venom Spray,Venom Spray,enemy,1,"Deals 0.4x Focus SkillType.Poison damage to targets, and 0.2x Focus SkillType.Poison damage over time for 3 turns. Increases target's SkillType.Poison damage taken by 25%.",-,-,-,-,[0.2;0.25;0.5;1.0;36.0;40.0;3;2;4],json,base_skill,3,damage×2;status×1
ventsteam,VentSteam,Vent Steam,Vent,root,3,Lose 100 MP. Heal self for 50% Max HP.,Dispel three SkillType.Debuff effects on self,Extend duration of self-applied SkillType.Buff effects by 1 turn,-,-,-,pool,,1,heal×1
vinegrasp,VineGrasp,Vine Grasp,Vine Grasp,root,3,Deals 0.75x Focus SkillType.Physical and SkillType.Stun damage to target. Lasts 3 turns.,Decreases Agility by 35%,Decreases Speed by 35%,-,-,[0.3;0.5;0.6;0.65;1.0;2;3],json,,4,stat_mod×2;damage×1;status×1
vinelash,VineLash,Vine Lash,-,enemy,2,Deals 1.2x Power SkillType.Physical damage and sends target to the back row.,Activates at start of turn. Deals 1.2x Power SkillType.Physical damage and sends target to the back row.,-,-,-,[0.025;0.05;0.15;0.4;2;7],pool,,2,damage×2
vinespear,VineSpear,Vine Spear,-,root,1,Deals 1.35x Power SkillType.Physical damage to target enemy.,-,-,-,-,-,pool,,1,damage×1
vinewhip,VineWhip,Vine Whip,-,enemy,0,-,-,-,-,-,-,name-only,,0,
voidbite,VoidBite,Void Bite,Void Bite,enemy,1,Deals 1x Power SkillType.Dark damage and target cannot heal for 3 turns,-,-,-,-,[0.1;0.5;0.66;3],json,base_skill,2,damage×1;heal×1
voidblast,VoidBlast,Void Blast,-,enemy,2,Deals 1x Focus SkillType.Dark damage to all enemies and shifts their positions randomly. Cannot miss.,Deals 1x Focus SkillType.Dark damage and randomly shifts all targets.,-,-,-,[0.1;0.2;0.25;0.3;0.4;0.5;0.6;1.0;1.125;1.25;1.3;2.0;2.25;2.35;2;7],pool,base_skill,2,damage×2
voidstrike,VoidStrike,Void Strike,-,enemy,1,Deals 1.2x Power SkillType.Physical and 1.2x Focus SkillType.Dark damage.,-,-,-,-,[1.2],pool,base_skill,1,damage×1
voidzombify,VoidZombify,Void Zombify,-,enemy,1,Human allies are turned into zombies when they are downed.,-,-,-,-,[0.5],pool,base_skill,0,
vulstaff,Vulstaff,Vulstaff,-,root,1,Access Vulstaff skills. Requires Hunter Stance.,-,-,-,-,[2;7;3],pool,,0,
wail,Wail,Wail,-,root,1,Deals 0.25x Focus SkillType.Sonic damage to all enemies 3 times.,-,-,-,-,-,pool,,1,damage×1
wallop,Wallop,Wallop,-,enemy,2,Deals 1.33x Power SkillType.Physical damage and sends target to the back row. Also deals 66% damage to back row target.,"Deals 1.33x Pow SkillType.Physical damage, knocks target back. Also deals damage to back row.",-,-,-,[0.025;0.05;0.15;0.66;2;7],pool,base_skill,2,damage×2
wandstrike,WandStrike,Wand Strike,-,enemy,1,Deals 1x Power SkillType.Energy damage to target and regenerates MP on hit.,-,-,-,-,-,pool,base_skill,1,damage×1
war,War,War,-,fight,2,Deals 155-205 SkillType.Physical damage. Deals critical damage. Reload after 6 uses.,Deals 35% more damage,-,-,-,[1.35;1.5;3;2],pool,Firearm,2,damage×2
warmonger,Warmonger,Warmonger,-,root,3,Stance. Automatically use Peace after using War.,War and Peace have 25% chance to not cost ammo,Damage increased by up to 35% based on target's missing HP,-,-,[0.25;0.35;3],pool,,1,damage×1
warmup,WarmUp,Warm Up,Warm Up,enemy,1,Bonus Action. Increases Speed and Focus by +15. Stacks infinitely.,-,-,-,-,[-1.2;0.05;0.07;0.2;0.25;0.3;0.5;0.6;0.7;1.2;2.5;3.1416;15.0;30.0],json,base_skill,0,
weakness,Weakness,Weakness,Weakness,root,1,Power and Toughness are decreased by -5.,-,-,-,-,[-20.0;0.1;0.25;0.5;0.75;0.85;1.0;1.5;20.0;2;3],json,,0,
weaponsplatform,WeaponsPlatform,Weapons Platform,-,fight,3,Arms Chain Laser automatically at start of battle.,SkillType.Attack skills deal 25% increased damage,Critical hits deal 50% increased damage,-,-,[0.25;0.5;2;3],pool,base_skill,2,damage×2
whetstone,Whetstone,Whetstone,Whetstone,root,3,Increases the damage of ally's SkillType.Attack skills by 35% for 3 turns.,Increases SkillType.Attack critical chance by 50%,Increases SkillType.Attack piercing by 50%,-,-,[0.25;0.35;0.5;0.95;1.0;1.25;1.5;3;2],json,,1,damage×1
whip,Whip,Whip,-,fight,2,Deals 1.2x Power SkillType.Physical damage to target.,"If target is a Beast, also deals 3x POW SkillType.Stun damage",-,-,-,[0.05;0.1;1.5;3.0;3;2],pool,base_skill,3,damage×2;status×1
whipshot,WhipShot,Whip Shot,-,root,3,Deals 0.75x Power SkillType.Physical damage and shifts target to the back row.,Also deals 1x Power SkillType.Stun damage,Also deals 66% of damage to back row target,-,-,[0.05;0.1;0.66;1.5;2;7;3],pool,,4,damage×3;status×1
whirlwind,Whirlwind,Whirlwind,-,root,1,Deals 0.5x Power SkillType.Lightning damage to enemies in an area.,-,-,-,-,[0.7;0.925;1.15],pool,,1,damage×1
whiskey,Whiskey,Whiskey,Whiskey,root,3,"Bonus Action. Increases Power and Toughness by 15%, but hero has a 35% chance to lose control. Stackable 5 times.",Decreases SkillType.Stun damage taken by 25%,Gain 3 Resist on use,-,-,[0.1;0.75;1.0;1.15;2;3],json,,2,damage×1;status×1
whitewind,WhiteWind,White Wind,-,root,2,Heals all party members for 0.25x Focus + 25% of their missing HP.,Removes Sleep and Stun from allies,-,-,-,[0.05;0.07;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.6;0.66;0.7;0.75;0.8;0.9;1.0;1.25;2;3],pool,,3,status×2;heal×1
wildswing,WildSwing,Wild Swing,-,fight,1,(Taunted) Deals 1x Power SkillType.Physical damage to an enemy. 20% decreased chance to hit.,-,-,-,-,-,pool,base_skill,1,damage×1
windcutter,WindCutter,Wind Cutter,WindCut,fight,2,Deals 1x Power SkillType.Physical damage to target enemy.,Also deals 1x Focus SkillType.Lightning damage,-,-,-,[0.1;0.4;0.6;2;3],pool,base_skill,2,damage×2
wintersgift,WintersGift,Winter's Gift,-,root,1,Access Winter's Gift skills. Requires Tranquil Stance.,-,-,-,-,[2;7;3],pool,,0,
wither,Wither,Wither,Wither,fight,3,Target takes 1x Focus SkillType.Dark damage over time for 3 turns. Deals +30% damage vs Undead and Plants.,Target's Power and Focus decreased by 20%,Target's received SkillType.Healing is reduced by 90%,-,-,[0.1;0.2;0.25;0.8;1.0;1.3;1.5;2.0;2;3;5],json,base_skill,1,damage×1
wizzardrone,WizzarDrone,Wizzar Drone,WizzarD.,root,3,"Automatically summon a drone that records usable enemy SkillType.Spell skills, which Claire may then cast.",Access Wizzar Drone's recorded spells.,Recorded skills have 35% reduced turn delay,-,-,[0.2;0.4;0.5;0.6;0.65;0.8;1.0;2;7;5],pool,,1,summon×1
wobble,Wobble,Wobble,-,enemy,1,Wobble wobble wobble.,-,-,-,-,[0.15;0.25;0.35;1.0],pool,base_skill,0,
wound,Wound,Wound,Wound,root,3,Deals 1.35x Power SkillType.Physical damage and decreases target's SkillType.Healing received by 40% for 3 turns.,Stacks three times,Decreases target's Endurance by 15%,-,-,[0.01;0.15;0.6;0.85;1.0;3],json,,2,damage×1;stat_mod×1
wraithstrike,WraithStrike,Wraith Strike,-,fight,1,Deals 0.75x Power SkillType.Physical damage to target enemy. Short turn delay.,-,-,-,-,[0.05;0.5;3;2],pool,base_skill,1,damage×1
wrench,Wrench,Wrench,-,fight,3,Deals 1x Power SkillType.Physical damage to target.,Damage increased by 35%,Deals critical damage to Mechanical enemies,-,-,[1.35;3;2],pool,base_skill,3,damage×3
wristlaser,WristLaser,Wrist Laser,-,fight,2,Deals 1x Power SkillType.Energy damage to target.,Also deals 0.3x Power SkillType.Fire damage,-,-,-,[0.3;0.4;0.7;1.0;1.25;3;2],pool,base_skill,2,damage×2
xcannon,XCannon,X Cannon,-,enemy,0,-,-,-,-,-,[0.015;0.1;0.15;0.2;0.32;0.5;0.525;0.65;0.75;1.0;2.0],name-only,base_skill,0,
xendrosabsorb,XendrosAbsorb,Xendros Absorb,XendrosPod,enemy,0,-,-,-,-,-,[1.0;4.0;5.0],name-only,base_skill,0,
xendrossnap,XendrosSnap,Xendros Snap,-,enemy,1,Deals 1.5x Focus SkillType.Dark damage and reduces all attributes or removes all resists.,-,-,-,-,[0.5;0.75;1.5;2;3;4],pool,base_skill,1,damage×1
xendrossummon,XendrosSummon,Xendros Summon,-,enemy,1,Reinforces cultists in waves.,-,-,-,-,[5],pool,base_skill,0,
xendrostransform,XendrosTransform,Xendros Transform,-,enemy,0,-,-,-,-,-,[0.25],name-only,base_skill,0,
yawn,Yawn,Yawn,-,enemy,1,"Inflicts 4.0x Focus SkillType.Sleep damage, heals self for 2.0x Focus HP, and removes all debuffs.",-,-,-,-,[0.2;0.5;0.65;1.0;1.25;2.0],pool,base_skill,3,damage×1;status×1;heal×1
yoink,Yoink,Yoink,-,defend,2,"Steal one SkillType.Buff from target enemy, and give it to a random ally.",Increase duration of stolen SkillType.Buff by one turn,-,-,-,[0.5;0.5725;0.7;0.7373;0.9412;1.35;10.0;50.0],pool,base_skill,0,
zappunch,ZapPunch,Zap Punch,-,enemy,1,Deals 0.5x Power SkillType.Physical damage and 0.75x Focus SkillType.Lightning damage that jumps to an adjacent enemy 3 times.,-,-,-,-,-,pool,base_skill,2,damage×2
zapshot,ZapShot,Zap Shot,-,enemy,1,Deals 1.25x Focus SkillType.Lightning and SkillType.Stun damage that jumps to an adjacent enemy three times.,-,-,-,-,[0.25;0.35;0.85],pool,base_skill,2,damage×1;status×1
zentrance,ZenTrance,Zen Trance,Zen Trance,defend,3,Stance. Increases damage and healing by 50% while active. Decreases Speed by 35%.,Decreases damage taken by 35%,Increases all attributes by 15%,-,-,[-5.0;0.2;0.4;0.5;0.6;0.65;0.8;1.0;1.15;3;2],json,Stance,3,damage×2;stat_mod×1
zombiebite,ZombieBite,Zombie Bite,Zombie Bite,root,3,Deals 0.5x Power SkillType.Physical damage and SkillType.Poison damage over time. Stacks.,Stacks increase SkillType.Poison damage taken by 15%,Trigger damage for all stacks on hit,-,-,-,json,,5,damage×3;status×2
zonedefense,ZoneDefense,Zone Defense,Zone D,root,4,Stance. Automatically Protect adjacent allies. Decreases damage by 35%.,Stance. Automatically Protect adjacent allies. Deal less damage.,Take 50% less redirected damage,Gain turn progress from redirected damage,-,[0.2;0.5;0.65;2;7;3],pool,,4,damage×4
